"ID","Notice ID","Title","Department","Sub_tier","Office","Type","Response Deadline","Naics Code","Link","Description"
"25637","b92a92df7920475ba249f0e8bab94776","Indicator, Blade","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA AVIATION","Sources Sought","2020-10-23T15:00:00-04:00","334513","https://beta.sam.gov/opp/b92a92df7920475ba249f0e8bab94776/view","Sources are being sought for any company that can make NSN 6685-00-900-8060 / Indicator, Blade."
"25756","da2545a51bb44996b02e1fabfdf83d17","FY2021 RDT&E Super Dialer Prototype Development","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL FACILITIES ENGINEERING AND","Combined Synopsis/Solicitation","2020-10-23T23:59:00-07:00","541715","https://beta.sam.gov/opp/da2545a51bb44996b02e1fabfdf83d17/view","This announcement constitutes a Broad Agency Announcement (BAA) for the Naval Facilities Engineering and Expeditionary Warfare Center (NEXWC) under FAR 6.102(d)(2) and 35.106. FAR Part 35 restricts the use of BAAs, such as this, to the acquisition of basic"
"25885","0471bf7d7e984411868018d6d6d89f4e","Cable Assembly, Ribbon","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND WARREN","Presolicitation","2020-10-23T13:00:00-04:00","335931","https://beta.sam.gov/opp/0471bf7d7e984411868018d6d6d89f4e/view","ITEM:"
"26888","8f28e4e5848445dda7ab1629b0393624","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Presolicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/8f28e4e5848445dda7ab1629b0393624/view","SUBJECT: Z - U.S. Naval Station Kings Bay Maintenance Dredging, Entrance Channel, Cut-1N Through Range-E, 49, 45, and 44-Foot Project, Camden County, Georgia and Nassau County, Florida SOLICITATION NUMBER:"
"26889","8ec02412bf9148aab5b8fb16e0344465","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/8ec02412bf9148aab5b8fb16e0344465/view","A Pre-Proposal Conference will be held on TBD from TBD, Local Time via teleconference."
"26894","7fcfd1d7310a4eb8911d749fe89f0a6f","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/7fcfd1d7310a4eb8911d749fe89f0a6f/view","A Pre-Proposal Conference will be held on TBD from TBD, Local Time via teleconference."
"27095","920d963353c44accb1bdf73fd771a30f","Mission Mexico Health Insurance Services","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","U.S. EMBASSY MEXICO","Presolicitation","2020-10-23T12:00:00-05:00","524114","https://beta.sam.gov/opp/920d963353c44accb1bdf73fd771a30f/view","The Government of the United States of America requires health insurance coverage for its employees in the U.S. Embassy Mexico City, U.S. Consulates, and other offices located in the Mexican territory. The anticipated performance is for a base year with fo"
"30314","9ed6e1b1f78c496abdf72c43139ab6e2","Elevated Skin Temperature (EST) Screening Capability Assessment","DEPT OF DEFENSE","DEPT OF THE NAVY","COMMANDING OFFICER","Sources Sought","2020-10-23T17:00:00-04:00","334519","https://beta.sam.gov/opp/9ed6e1b1f78c496abdf72c43139ab6e2/view","This Special Notice is for INFORMATION PURPOSES ONLY and shall not be considered as an invitation for bid, request for quotation, request for proposal, or as an obligation on the part of the Government to acquire any products or services. No entitlement to"
"31514","4db635f9ad1941a6b1d22b4082443a10","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Presolicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/4db635f9ad1941a6b1d22b4082443a10/view","SUBJECT: Z - U.S. Naval Station Kings Bay Maintenance Dredging, Entrance Channel, Cut-1N Through Range-E, 49, 45, and 44-Foot Project, Camden County, Georgia and Nassau County, Florida SOLICITATION NUMBER:"
"55072","5c7779053ae59702e99bb79549804114","TECHNOLOGY TRANSFER OPPORTUNITY: Non-Collinear Valve Actuation System (MFS-TOPS-3)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/5c7779053ae59702e99bb79549804114/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55073","e34660d5ace6c83244ed3a0bf1df44de","TECHNOLOGY TRANSFER OPPORTUNITY: Lower Chatter Friction Pull Plug Welding (FPPW) (MFS-TOPS-69)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/e34660d5ace6c83244ed3a0bf1df44de/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55074","74a912c332f2860f604e5396aaf77d14","TECHNOLOGY TRANSFER OPPORTUNITY: Improving Formability of Al-Li Alloys (MFS-TOPS-61)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/74a912c332f2860f604e5396aaf77d14/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55075","a42dfa7d7e0c68e01a546fc333ddaa8b","TECHNOLOGY TRANSFER OPPORTUNITY: Simplified Complimentary Metal-oxide-semiconductor Manufacturing Technique (LAR-TOPS-304)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/a42dfa7d7e0c68e01a546fc333ddaa8b/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55076","9b7d9f529d5d294466fc00fc24c93448","TECHNOLOGY TRANSFER OPPORTUNITY: Electron Beam Heating and Atomic Restructuring of Sapphire Surfaces (LAR-TOPS-263)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/9b7d9f529d5d294466fc00fc24c93448/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55077","ae52cedfda5b2d38e830037577670ba3","TECHNOLOGY TRANSFER OPPORTUNITY: Woven Thermal Protection System (TOP2-167)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/ae52cedfda5b2d38e830037577670ba3/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55078","9e72bbbca241d2991148a4a5b8408849","TECHNOLOGY TRANSFER OPPORTUNITY: Truss Beam with Self-Aligning Adaptors (TOP2-134)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/9e72bbbca241d2991148a4a5b8408849/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55079","fe23e1dc27d91d2f5c9feec545863b3a","TECHNOLOGY TRANSFER OPPORTUNITY: Fabrication of Nanopipette Arrays for Biosensing (TOP2-159)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/fe23e1dc27d91d2f5c9feec545863b3a/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55080","2ff4ce0675a55a43509b76125b542723","TECHNOLOGY TRANSFER OPPORTUNITY: Control of Carbon Nanotube (CNT) Density & Tower Height in an Array (TOP2-139)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/2ff4ce0675a55a43509b76125b542723/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
"55081","0185a0e411027220b919ae25f1ab12f3","TECHNOLOGY TRANSFER OPPORTUNITY: A Versatile Three Dimensional Printing Approach (TOP2-257)","","","","Special Notice","2020-10-23T17:00:00-05:00","927110","https://beta.sam.gov/opp/0185a0e411027220b919ae25f1ab12f3/view","NASA's Technology Transfer Program solicits inquiries from companies interested in obtaining license rights to commercialize, manufacture and market the following technology."
